SiteFactID,SiteSourceID,Name,UDSNumber,Phone,Fax,AdminPhone,Site,Hours,MigrantHealth,CommunityHealth,SchoolBased,PublicHousing,Homeless,Address,City,State,ZIP,LocationSetting,LocationType,HealthCenterType,OperationalSchedule,OperatingCalendar,CountyFIPS,County,StateCountyFIPS,StateFIPS,State_Name,HHSRegion,BPHCAssignedNumber,SiteOpenDate,SiteAddtoScopeDate,lat,lon,filter_$
2566,84750EBA-6F97-4B75-86C6-37B603B47060,MARTIN LUTHER KING JR. CLINICA CAMPESINA,04032B,305-248-4334,305-245-1161,305-252-4853,www.chisouthfl.org,40,Y,Y,N,N,Y,810 W Mowry Dr,Homestead,FL,33030-5746,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-001258,26816,26816,25.469757,-80.487371,1
2574,33792CC9-BC9D-494E-B8FA-803296B93DA1,Community Health Centers Tarpon Springs,,727-944-3828,727-939-4679,727-824-8100,www.chcpinellas.org,44,N,Y,N,N,N,247 S Huey Ave,Tarpon Springs,FL,34689-4205,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,103,Pinellas,12103,12,Florida,Region IV,BPS-H80-008975,39902,39962,28.142839,-82.744309,1
2591,7DF121A5-6F64-4631-9FC2-19A8B0D0F8E7,MIAMI BEACH COMMUNITY HEALTH CENTER INC.,44130,305-538-8835,305-532-5766,305-538-8835,miamibeachhealth.org,49,N,Y,N,N,N,710 Alton Rd,Miami Beach,FL,33139-5504,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-000599,28564,28502,25.777628,-80.140827,1
2628,0A15E6D5-C6BF-4C67-820B-9C9C1D1CE3DC,APALACHICOLA FOREST YOUTH CAMP,04038V,850-379-3973,850-379-3974,850-379-3973,http://www.afycamp.com,2,N,Y,N,N,N,Hwy 65 S,Sumatra,FL,32335,All Other Clinic Types,Intermittent,Service Delivery Site,Full-Time,Year-Round,77,Liberty,12077,12,Florida,Region IV,BPS-H80-003412,37257,37257,30.02749,-84.982839,1
2639,15F11F11-FA63-4813-AEDD-63230F13337C,LABELLE MEDICAL &amp; DENTAL OFFICE,04168B,863-675-0958,863-675-1346,239-278-3600,www.fhcswf.org,43,Y,Y,N,N,Y,930 S Main St,LaBelle,FL,33935-4444,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,51,Hendry,12051,12,Florida,Region IV,BPS-H80-002195,34973,35013,26.748977,-81.437992,1
2671,48BDC3D8-4D7B-4582-ABAD-36856D303B55,Borinquen Behavioral Health Resources Center,,,305-576-1601,305-576-1599,,40,N,Y,N,N,N,100 NE 38th St,Miami,FL,33137-3654,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-000011,39508,39568,25.811825,-80.193217,1
2684,B21B13AE-8D7B-4B8B-A674-3B25704FF28B,Hosford,,850-379-8372,850-379-8677,850-643-2415 x250,,12,Y,Y,N,N,N,17316 NE State Road 65,Hosford,FL,32334-2415,All Other Clinic Types,Permanent,Service Delivery Site,Part-Time,Year-Round,77,Liberty,12077,12,Florida,Region IV,BPS-H80-006111,39387,39234,30.382156,-84.798331,1
2705,1E1CFFAB-B20D-4D91-8656-CC71F161168B,JAMES H. BRIGHT ELEMENTARY SBHC,043818D,305-885-1683,305-888-7059,305-424-3130,unkn,40,N,Y,N,N,N,2530 W 10th Ave,Hialeah,FL,33010-1907,School,Seasonal,Service Delivery Site,Full-Time,Seasonal,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-004530,38887,38887,25.84467,-80.302194,1
2709,BFA4F9F0-5751-4021-B68B-0E730527B2C0,Brandon Community Health Center,,813-643-6690,,813-349-7568,,40,Y,Y,N,N,N,125 N Moon Ave Ste A,Brandon,FL,33510-4431,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,57,Hillsborough,12057,12,Florida,Region IV,BPS-H80-010859,40756,40784,27.938452,-82.288407,1
2716,1F954FE5-C3CC-472E-A2DB-439FEF4EA700,J.W. JOHNSON ELEMENTARY SCHOOL,043818L,305-883-9462,305-825-1645,305-424-3130,unkn,40,N,Y,N,N,N,735 W 23rd St,Hialeah,FL,33010-2141,School,Seasonal,Service Delivery Site,Full-Time,Seasonal,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-001524,38887,38887,25.842558,-80.296522,1
2741,A0B37CFC-D1FB-41FC-9802-CB046281CF18,SPECIALTY CARE CENTER,041294A,954-463-7313,954-831-2707,954-527-6006,WWW.BROWARDHEALTH.ORG/BODY.CFM?ID=846,40,N,N,N,N,Y,1111 W Broward Blvd,Fort Lauderdale,FL,33312-1638,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,11,Broward,12011,12,Florida,Region IV,BPS-H80-004497,36342,36342,26.12211,-80.156473,1
2743,6E9D0060-D894-4072-B257-52D7A0B23A5B,FLORIDA CITY ELEMENTARY,,305-247-4676,305-254-2011,305-252-4853,www.chisouthfl.org,40,Y,Y,N,N,Y,364 NW 6th Ave,Florida City,FL,33034-3216,School,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-007642,39678,39678,25.452746,-80.485335,1
2748,0D2A8F43-B9D4-43D0-AD93-6476B98CAE29,COMMUNITY HEALTH CENTER - WINTER GARDEN FAMILY CARE,04166B,407-877-4340,407-654-4079,407-877-4340,WWW.CHCFL.COM,40,Y,Y,N,N,N,1210 E Plant St Ste 1200,Winter Garden,FL,34787-2995,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,95,Orange,12095,12,Florida,Region IV,BPS-H80-002227,31413,31413,28.570869,-81.565523,1
2801,6710692A-0B2D-4130-BA1B-B2CFFB4D804F,Family Health and Dental Center of Columbia County,,386-758-5552,386-752-9143,386-758-5552,,40,N,Y,N,N,N,171 NW Albritton Ln,Lake City,FL,32055-4451,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,23,Columbia,12023,12,Florida,Region IV,BPS-H80-011005,40848,40856,30.219637,-82.639468,1
2813,79C8F7F8-D7E4-4C5B-89BA-687D131E9104,LIBERTY CHC - BRISTOL SITE,04502B,850-643-2415,850-643-5689,850-643-2415 x250,eugene_charbonneau@doh.state.fl.us,40,Y,Y,N,N,N,11033 NW Highway 20,Bristol,FL,32321,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,77,Liberty,12077,12,Florida,Region IV,BPS-H80-002308,39454,39374,30.431776,-84.976258,1
2826,3F773680-7868-42B6-BCAD-CC3F8938AE2F,PRIMARY CARE MED SVS-POINCIANA,041899A,407-943-8600,407-943-8625,407-943-8600,www.osceolahealth.org,44,N,Y,N,N,N,105 N Doverplum Ave,Kissimmee,FL,34758-3309,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,97,Osceola,12097,12,Florida,Region IV,BPS-H80-004526,38284,38361,28.147126,-81.453019,1
2829,73099DEB-A7F2-45CE-BA0C-A18A0F2D77D4,Beverly Press Health Center,04413C,305-538-8835,305-865-1881,305-538-8835,miamibeachhealth.org,52,N,Y,N,N,N,1221 71st St,Miami Beach,FL,33141-3647,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-003523,36514,36172,25.854619,-80.13152,1
2839,33ABD802-9325-4B86-9D0A-F84832D5923F,HARBOR HOUSE,041358E,407-428-5751,407-428-5751,407-428-5751,http://harborhousefl.com/,8,Y,Y,N,N,Y,,Orlando,FL,,Domestic Violence,Permanent,Service Delivery Site,Part-Time,Year-Round,95,Orange,12095,12,Florida,Region IV,BPS-H80-007456,37196,37196,28.538235,-81.377389,1
2856,795B5220-3A97-492C-953C-64DAA9CB7443,BHA MOBILE CLINIC,043823E,321-722-5970,321-733-2073,321-722-5910,WWW.FACHC.ORG/BREVARD%20CHC.HTM,40,N,Y,N,Y,Y,15 Rosa L Jones Dr,Cocoa,FL,32922-7899,All Other Clinic Types,Mobile Van,Service Delivery Site,Full-Time,Year-Round,9,Brevard,12009,12,Florida,Region IV,BPS-H80-002241,38808,38808,28.35045,-80.726789,1
2862,AE371700-F80F-4C8D-AA88-00076D0A5317,I.M. SULZBACHER CENTER FOR THE HOMELESS,420630,904-394-8100,904-353-7345,904-394-8065,www.sulzbachercenter.org,40,N,N,N,N,Y,611 E Adams St,Jacksonville,FL,32202-2847,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,31,Duval,12031,12,Florida,Region IV,BPS-H80-000078,35038,37196,30.326041,-81.649788,1
2871,CCFB4D51-8BD8-4372-B8E2-AC6F8401F5D9,Hubert O Sibley Elementary,,305-953-3737,305-805-1715,305-805-1700,,40,N,Y,N,N,N,255 NW 115th St,Miami,FL,33168-3345,School,Seasonal,Service Delivery Site,Full-Time,Seasonal,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-011126,40770,40935,25.880429,-80.202948,1
2922,4274F386-A17E-4046-AD3F-44031AF66D2C,Community Care Family Healthcare Center Building B,,863-494-1242,,941-776-4000,,74,Y,Y,N,N,N,725 N 12th Ave,Arcadia,FL,34266-8752,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,27,DeSoto,12027,12,Florida,Region IV,BPS-H80-008635,36533,39993,27.222872,-81.846014,1
2988,23A33C9E-D2EB-4023-A53E-CC23F3374F0E,COCONUT GROVE ELEMENTARY SCHOOL,04163E,305-351-1316,305-443-6748,305-351-1316,www.helenbbentleyfamilyhealthcenter.com,40,N,Y,N,N,N,3351 Matilda St,Miami,FL,33133-5138,School,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-004524,38869,38869,25.728854,-80.243506,1
2995,6EB3D5F9-97F1-4193-95ED-AF3A5900DA97,CITRUS HEALTH NETWORK INC.,438180,305-825-0300,305-825-1645,305-424-3100,www.citrushealth.com,40,N,Y,N,N,N,4175 W 20th Ave,Hialeah,FL,33012-5874,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-003831,37998,37998,25.859931,-80.322301,1
2996,BE86F38E-4F0F-439F-827F-F1A44D530A8A,Dante B. Fascell Elementary,,305-380-1901,,305-576-6611 x612,,40,N,Y,N,N,N,15625 SW 80th St,Miami,FL,33193-2629,School,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-011217,40725,40969,25.692642,-80.443338,1
3010,E6C797E8-4440-4D54-9F1D-E4C43F7FA97A,John G. Dupuis Elementary School,,305-821-6361,305-825-2433,305-424-2100,unkn,40,N,Y,N,N,N,1150 W 59th Pl,Hialeah,FL,33012-2309,School,Seasonal,Service Delivery Site,Full-Time,Seasonal,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-007556,39678,39668,25.876312,-80.306166,1
3123,9E9A1F4D-70EF-4D53-9733-A2BF6A221209,George A. Dame Community Health Center - Lecanto Main Campus,,,,352-527-0068,,,N,Y,N,N,N,3700 W Sovereign Path,Lecanto,FL,34461-8071,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,17,Citrus,12017,12,Florida,Region IV,BPS-H80-008289,33604,39873,28.823273,-82.494659,1
3137,EAFFD77C-C7E4-4F67-95E2-AE0D0429595A,MYAKKA CITY FAMILY MEDICAL CTR,04431J,941-322-6500,941-322-6505,941-776-4000,WWW.MCRHS.ORG,44,Y,Y,N,N,N,37220 Glenwood Ave,Myakka City,FL,34251,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,81,Manatee,12081,12,Florida,Region IV,BPS-H80-003802,37626,37626,27.348227,-82.161356,1
3166,927802AF-C745-4210-AF28-CC5772AB12E6,BHA Palm Bay Clinic,,,,321-722-5959,,,N,Y,N,Y,Y,5270 Babcock St NE Ste 1,Palm Bay,FL,32905-4616,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,9,Brevard,12009,12,Florida,Region IV,BPS-H80-007838,38418,39659,28.016972,-80.622232,1
3169,5958853B-4A69-45C4-AF70-3D1BB3298466,Palms Medical Group - Branford,,386-935-3090,352-463-4507,352-463-4501,www.palmsmg.org,40,N,Y,N,N,N,109 SW Savannah Ave,Branford,FL,32008,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,121,Suwannee,12121,12,Florida,Region IV,BPS-H80-010101,40603,40452,29.959987,-82.925961,1
3172,122B2C9D-E448-4478-985E-DD5C4226422D,FLAGAMI ELEMENTARY SCHOOL,,305-261-2031,305-254-2011,305-252-4853,www.chisouthfl.org,40,Y,Y,N,N,Y,920 SW 76th Ave,Miami,FL,33144-4430,School,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-007645,39678,39678,25.761364,-80.318237,1
3177,7DDA3BEB-B704-4C09-8D53-CB46DC376ABC,SOUTH DADE HEALTH CENTER,04032C,305-242-6069,305-242-1520,305-252-4853,www.chisouthfl.org,40,Y,Y,N,N,Y,13600 SW 312TH St,Homestead,FL,33033-5500,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-004501,35068,35068,25.477821,-80.41094,1
3239,6B627E3C-FA2A-4BF4-9EFC-69002EBA7BA3,JESSIE TRICE CTR FOR COMM HLTH,04033G,305-637-6400,305-835-1598,305-805-1700,WWW.JTCHC.ORG,48,N,Y,N,N,N,5361 NW 22nd Ave,Miami,FL,33142-8035,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-002322,29495,29495,25.823953,-80.232615,1
3254,928D443B-2D70-44AA-A34C-55BD07DA4C27,North County Healthcare Center,,941-373-7845,941-776-4010,941-373-7856,,74,Y,Y,N,N,N,1949 Northgate Blvd,Sarasota,FL,34234-2143,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,115,Sarasota,12115,12,Florida,Region IV,BPS-H80-007915,37626,39782,27.372117,-82.532026,1
3287,C4EC2CA0-2A52-4612-B219-E67507DFC0D3,TFHC #13 - Mobil Medical Van,041281G,813-490-1957,813-490-1958,813-866-0930,http://www.tampachc.com/,32,N,Y,N,N,Y,1502 E Fowler Ave,Tampa,FL,33612-5416,All Other Clinic Types,Mobile Van,Service Delivery Site,Part-Time,Year-Round,57,Hillsborough,12057,12,Florida,Region IV,BPS-H80-007342,37260,37260,28.054627,-82.442614,1
3321,DB8F51A2-3A4C-413A-AF9C-D1514EE0C2BE,CENTRAL FLORIDA HEALTH CARE INC.,40210,863-452-3004,863-452-3013,863-452-3000,http://www.cfhconline.org/,51.5,Y,Y,N,N,N,950 County Road 17A W,Avon Park,FL,33825-2164,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,55,Highlands,12055,12,Florida,Region IV,BPS-H80-004632,26308,26308,27.617488,-81.511085,1
3368,F4A6632C-6707-42F3-BFA3-A414D7A83A4D,BHA Palm Bay Mobile Unit,,,,321-722-5959,,,N,Y,N,Y,Y,5270 Babcock St NE Ste 1,Palm Bay,FL,32905-4616,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,9,Brevard,12009,12,Florida,Region IV,BPS-H80-007840,38930,39659,28.016972,-80.622232,1
3430,30D731B0-0C71-4B16-920B-5B8E307E6B94,SAINT JOSEPH CARE OF FL INC/,04594B,850-227-1276 x160,850-227-7589,850-227-1276 x103,http://www.doh.state.fl.us/chdGulf/index.htm,40,N,Y,N,N,N,502 E 4th St,Port Saint Joe,FL,32456-1760,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,45,Gulf,12045,12,Florida,Region IV,BPS-H80-002027,37263,37263,29.813654,-85.301048,1
3551,FB45C443-A381-4F6B-A488-63ED088E6059,Santa Rosa Community Clinic,,850-981-9433,850-981-9436,850-981-9433,www.ecc-clinic.org,40,N,Y,N,N,N,5520 Stewart St,Milton,FL,32570-4304,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,113,Santa Rosa,12113,12,Florida,Region IV,BPS-H80-008383,36923,39873,30.635261,-87.043101,1
3554,44791A52-AA6A-4B56-8B02-B323E367DA85,North County Elementary School,,,305-620-2372,305-624-9648,unkn,40,N,Y,N,N,N,3250 NW 207th St,Miami Gardens,FL,33056-1379,School,Seasonal,Service Delivery Site,Unknown,Seasonal,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-007514,39142,39602,25.964231,-80.255282,1
3608,74F7F13C-4FAC-4FAD-8D33-7CE03E5D0E07,ST. LAURENCE CHAPEL,041294G,954-979-6365,954-831-2707,954-979-6365,browardhealth.org,8,N,N,N,N,Y,1700 Blount Rd,Pompano Beach,FL,33069-5105,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,11,Broward,12011,12,Florida,Region IV,BPS-H80-002752,33543,33543,26.249677,-80.163771,1
3617,3DB17DB4-1FFF-4F3D-85FF-D84814BB7157,Center for Women and Family Health at St. Cloud,,407-943-8699,407-892-6468,407-943-8699,www.osceolahealth.org,44,N,Y,N,N,N,1050 Grape Ave,Saint Cloud,FL,34769-3965,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,97,Osceola,12097,12,Florida,Region IV,BPS-H80-008203,33604,39873,28.248123,-81.266337,1
3644,A7F1793E-2F81-435C-B276-55D497EDB498,TFHC #22 - West Shore,,813-866-0930,,813-866-0930,,40,N,Y,N,N,Y,3901 S West Shore Blvd,Tampa,FL,33611-1003,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,57,Hillsborough,12057,12,Florida,Region IV,BPS-H80-010681,,40751,27.907679,-82.526758,1
3647,6C3890FF-B162-4CBE-B868-C2F02EB896E1,BONITA SPRINGS DENTAL OFFICE,04168A,239-344-2353,239-992-4984,239-278-3600,http://www.fhcswf.org/,43,Y,Y,N,N,Y,28341 S Tamiami Trl Ste 4,Bonita Springs,FL,34134-3225,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,71,Lee,12071,12,Florida,Region IV,BPS-H80-004315,34274,34274,26.324988,-81.805393,1
3653,37E17D3D-CBB5-43CD-8939-B296CC872806,Lanza Pediatrics,,850-471-0508,850-471-0510,850-436-4630,,40,N,Y,N,N,N,2510 N 12th Ave,Pensacola,FL,32503-4604,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,33,Escambia,12033,12,Florida,Region IV,BPS-H80-010316,40182,40557,30.440085,-87.206322,1
3658,A9CD1788-36AF-4AC0-BF68-5D1FC9EB47D4,AGAPE COMMUNITY HEALTH CENTER,40230,904-253-1030,904-924-1773,904-253-1069,WWW.DCHD.NET/AGAPE.HTM,40,N,Y,N,N,N,515 W 6th St,Jacksonville,FL,32206-4324,All Other Clinic Types,Permanent,Administrative,Full-Time,Year-Round,31,Duval,12031,12,Florida,Region IV,BPS-H80-002054,37655,37655,30.343921,-81.66177,1
3694,16518AB3-DE10-4642-97E9-B4184D8EB1DC,GULF COUNTY JAIL,04038J,850-227-1115,850-227-2097,850-227-1115,http://www.gulfsheriff.com/index.htm,1,N,Y,N,N,N,1000 Cecil G Costin Sr Blvd,Port Saint Joe,FL,32456-1653,Correctional Facility,Intermittent,Service Delivery Site,Full-Time,Year-Round,45,Gulf,12045,12,Florida,Region IV,BPS-H80-003951,36982,36982,29.815074,-85.292024,1
3718,C64E39D6-1BD6-422F-B226-ABEAA7C87650,TFHC #AD1 - Customer Service,,813-866-0930,,813-866-0930,,40,N,Y,N,N,Y,1401 E 22nd Ave,Tampa,FL,33605-1837,All Other Clinic Types,Permanent,Administrative,Full-Time,Year-Round,57,Hillsborough,12057,12,Florida,Region IV,BPS-H80-010876,40695,40793,27.971239,-82.444065,1
3753,F3B95E0A-945A-406C-8C0D-D5B8511A21AE,WOMEN'S RESIDENTAL CTR (24 HOUR),04033J,305-637-6498,305-805-1715,305-805-1700,www.jtchc.org,40,N,Y,N,N,N,2985 NW 54th St,Miami,FL,33142-2827,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-004718,32752,32752,25.823807,-80.244647,1
3769,7D6F897B-AA99-424C-B271-FC50C320A509,TFHC #25 - Mitchell Avenue,,813-307-8054,813-866-0929,813-866-0930,,40,N,Y,N,N,Y,8605 N Mitchell Ave,Tampa,FL,33604-1628,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,57,Hillsborough,12057,12,Florida,Region IV,BPS-H80-010680,,40751,28.028045,-82.452012,1
3770,AEFC6C0F-096C-4AA7-84D9-61845C08DA39,NORTH BROWARD HOSPITAL DISTRICT/HOMELESS,412940,954-355-4953,954-831-2707,954-355-4953,WWW.BROWARDHEALTH.ORG/BODY.CFM?ID=846,,N,N,N,N,Y,303 SE 17th St Ste 502,Fort Lauderdale,FL,33316-2523,Hospital,Permanent,Administrative,Full-Time,Year-Round,11,Broward,12011,12,Florida,Region IV,BPS-H80-002155,34639,34339,26.101008,-80.139754,1
3801,3740F6BB-0DB7-42CA-80A9-8B4503BC163D,Northeast Florida Health Services Inc. Administrative Offices,,386-749-2056,386-749-2280,386-749-2056,,40,N,Y,N,N,N,235 W Washington Ave,Pierson,FL,32180-2263,Unknown,Permanent,Administrative,Full-Time,Year-Round,127,Volusia,12127,12,Florida,Region IV,BPS-H80-003059,39005,39005,29.245054,-81.470396,1
3835,ABA25DCB-7CF3-4083-B400-C586010355E8,Apalachee Center Inc.,,850-523-3213,850-523-3434,850-523-3213,bondchc.com,12,N,Y,N,Y,Y,2634J Capital Cir NE,Tallahassee,FL,32308-4106,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,73,Leon,12073,12,Florida,Region IV,BPS-H80-008184,29346,39923,30.487415,-84.238713,1
3863,E4882FA2-373A-4FEA-A437-8576F6F26600,Jessie Furlow Medical Center,,850-875-9500,850-627-2786,850-385-4494,http://www.nfmc.org,40,N,Y,N,N,N,1249 Strong Rd,Quincy,FL,32351-5248,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,39,Gadsden,12039,12,Florida,Region IV,BPS-H80-010125,40848,40452,30.57043,-84.551159,1
3865,B8206E26-514D-4DF4-B72C-7D4AC464FB65,Broadmoor Elemetary School,,305-696-7759,305-805-1715,305-805-1700,wwwjtchc.org,40,N,Y,N,N,N,3401 NW 83rd St,Miami,FL,33147-4506,School,Seasonal,Service Delivery Site,Part-Time,Seasonal,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-006618,39172,39172,25.849374,-80.253122,1
3885,677CEC1C-0041-41A0-86F4-A929AD005DB6,ROYAL GREEN ELEMENTARY,,305-251-5361,305-254-2011,305-252-4853,www.chisouthfl.org,40,Y,Y,N,N,Y,13047 SW 47th St,Miami,FL,33175-4517,School,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-007648,39678,39678,25.722044,-80.405912,1
3893,09F8E39F-A74F-4C9D-9438-8F1A4C5A4510,Mayo Medical Center,,386-294-1226,386-294-4218,386-294-1226,http://www.nfmc.org,40,N,Y,N,N,N,710 W Main St,Mayo,FL,32066-4127,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,67,Lafayette,12067,12,Florida,Region IV,BPS-H80-008892,40695,39993,30.056475,-83.183982,1
3897,98A31823-0DCD-4437-AC7F-235F5FBA26AE,Mobile Dental Unit,,407-428-5751,407-428-6204,407-428-5751,hcch.org,16,Y,Y,N,N,Y,Mobile Dental Unit,Orlando,FL,32805,All Other Clinic Types,Mobile Van,Service Delivery Site,Part-Time,Year-Round,95,Orange,12095,12,Florida,Region IV,BPS-H80-008944,39995,39993,28.531055,-81.404029,1
3910,634CD8D6-F6BD-4A2D-B1C0-0B6AC58CDE3F,MIAMI LAKES MIDDLE SCHOOL SBHC,043818G,305-557-3900,305-828-6753,305-424-3130,unkn,40,N,Y,N,N,N,6425 Miami Lakeway N,Hialeah,FL,33014-6643,School,Seasonal,Service Delivery Site,Full-Time,Seasonal,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-000303,38887,38887,25.917936,-80.3077,1
3926,83B26C24-8AC4-4A07-8119-CEF266608049,Palms Pediatrics,04271A,352-463-6292,352-463-4507,352-463-4500,trentonmedical.org,50,N,Y,N,N,N,911 S Main St,Trenton,FL,32693-3239,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,41,Gilchrist,12041,12,Florida,Region IV,BPS-H80-004578,35674,35674,29.608156,-82.818297,1
3950,58D30047-274A-491F-922B-6A857AF30B10,Henry E S Reeves Elementary,,305-836-2820,305-805-1715,305-805-1700,,40,N,Y,N,N,N,2005 NW 111TH St,Miami,FL,33167-3819,School,Seasonal,Service Delivery Site,Full-Time,Seasonal,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-011124,40751,40935,25.875705,-80.231884,1
3956,982B0A52-7E72-4518-AC1A-83D88EC0DCD3,Central FL Family Health Center-Hoffner,04172B,407-367-0923 x1312,407-273-6382,407-322-8645 x1033,www.cffhc.org,52,N,Y,N,N,N,5449 S Semoran Blvd,Orlando,FL,32822-1722,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,95,Orange,12095,12,Florida,Region IV,BPS-H80-002909,37251,37251,28.484008,-81.310027,1
3974,5BCEFAF9-C576-4423-9DD3-CA1EC9325216,WELAKA FAMILY MEDICAL CENTER,04034J,386-467-3171,386-467-3174,386-328-0108,,40,Y,Y,N,N,N,405 Elm St,Welaka,FL,32193-2125,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,107,Putnam,12107,12,Florida,Region IV,BPS-H80-004481,39245,39245,29.478783,-81.672745,1
3992,FF3F657C-A3BF-4D14-891D-F4185F80BAF2,H.A. AMMONS MIDDLE SBHC,04032R,305-971-0158,305-254-2011,305-252-4853,www.chisouthfl.org,40,Y,Y,N,N,Y,17990 SW 142nd Ave,Miami,FL,33177-7774,School,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-005385,39162,39162,25.600818,-80.421701,1
3999,49536EE4-308A-42E4-A014-8D98E3B029C2,BORINQUEN HEALTH CARE CENTER INC,40310,305-576-6611 x608,305-576-0008,305-576-6611 x608,,59,N,Y,N,N,N,3601 Federal Hwy,Miami,FL,33137-3795,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-003115,34786,34786,25.810642,-80.190828,1
